leden | huizen | zeevaart | kunstenaars | staten | commissarissen,rogge | 70 | noteeren | 14 | ƒ650 | ƒ36,mogendheden | bladen | dagbladen | gezanten | regeringen | hoven,zaken | politiek | aangelegenheden | staatkunde | betrekkingen | pers,soorten | markt | ruwe | merken | granen | koersen,berigten | nieuwstijdingen | reis | tijdingen | berichten | troepen,beurzen | fondsen | effecten | rekening | schuld | staatsfondsen,havens | markten | kooplieden | maatschappijen | likeuren | schepen,beursberigten | 1867 | dito | handelsberichten | ij | binnenlandsche,waren | was | en | met | werd | leverde,year,sum
4.3893129770992365,1.5539803707742639,5.261723009814613,50.81788440567067,8.805888767720829,4.007633587786259,20.065430752453654,2.8625954198473282,0.08178844056706652,2.1537622682660853,1875,3668.0
1.2918184829413715,0.9605829744948658,4.670420669095727,52.997681351440875,12.321960914210003,3.2129844319311025,18.052335210334547,3.2129844319311025,0.26498840675720436,3.0142431268631995,1876,3019.0
1.1308562197092082,1.3247172859450727,6.752827140549273,51.663974151857836,16.05815831987076,1.4539579967689822,14.604200323101777,2.8109854604200324,0.3554119547657512,3.8449111470113086,1877,3095.0
2.20211161387632,1.0558069381598794,4.162895927601809,45.158371040723985,15.92760180995475,1.478129713423831,14.419306184012065,4.826546003016592,8.17496229260935,2.594268476621418,1878,3315.0
2.025099828864803,1.1979463776383343,5.219623502567028,55.19110096976612,12.007986309184256,3.3371363377067884,8.69937250427838,6.702795208214489,2.766685681688534,2.852253280091272,1879,3506.0
1.2475741613529248,1.0812309398392015,4.130856667590796,61.76878292209592,8.76074299972276,6.293318547269198,3.9645134460770723,10.341003604103133,0.22179096201829776,2.19018574993069,1880,3607.0
1.2398921832884098,1.5633423180592994,3.908355795148248,59.24528301886792,12.237196765498652,1.051212938005391,7.25067385444744,10.592991913746632,0.7816711590296497,2.129380053908356,1881,3710.0
1.120322652924042,2.2182388527896033,3.3833744118306073,50.168048397938605,12.502800806632312,2.151019493614161,9.612368362088281,10.015684517140937,5.444768093210844,3.3833744118306073,1882,4463.0
1.8094841930116474,2.3502495840266224,3.3485856905158067,52.68302828618968,9.484193011647255,2.3086522462562398,12.167221297836939,4.658901830282862,3.6605657237936775,7.529118136439268,1883,4808.0
1.5839243498817965,1.8203309692671392,2.2458628841607564,57.21040189125296,9.810874704491725,1.6548463356973995,9.078014184397164,4.468085106382979,3.0023640661938535,9.125295508274233,1884,4230.0
