,pmi,w1,w2,year
0,1.86630652926299,buitenland,continent,1844
0,1.441423335297724,buitenland,continentaal,1844
0,1.5572551508228456,buitenland,overzees,1844
0,2.0739458940412345,buitenland,werelddeel,1844
0,1.6249220552646932,buitenland,beschaving,1844
0,1.6456321649791792,buitenland,europa,1844
0,1.507647497700133,buitenlandsche,overzee,1844
0,1.236420181299905,buitenlandsche,vasteland,1844
0,0.7802245250205043,buitenlandsche,continent,1844
0,0.0,buitenlandsche,continentaal,1844
0,1.5828174326390458,buitenlandsche,overzees,1844
0,1.98419732934644,buitenlandsche,werelddeel,1844
0,1.6229688738717374,buitenlandsche,beschaving,1844
0,1.6306786215891456,buitenlandsche,europa,1844
0,1.5659281174601287,buitenland,overzee,1845
0,1.6560436200274928,buitenland,vasteland,1845
0,1.9241828405583796,buitenland,continent,1845
0,2.456987371043146,buitenland,continentaal,1845
0,1.7158857973611643,buitenland,overzees,1845
0,1.9090222003276982,buitenland,werelddeel,1845
0,1.5349162762534911,buitenland,beschaving,1845
0,1.6905261842306547,buitenland,europa,1845
0,1.6952611089323402,buitenlandsche,overzee,1845
0,1.6586961677301455,buitenlandsche,vasteland,1845
0,1.756783924058892,buitenlandsche,continent,1845
0,2.1842279388858317,buitenlandsche,continentaal,1845
0,1.8450765312045707,buitenlandsche,overzees,1845
0,2.0143289020904342,buitenlandsche,werelddeel,1845
0,1.6820106896564415,buitenlandsche,beschaving,1845
0,1.6702201326413784,buitenlandsche,europa,1845
0,0.9840892710403025,buitenland,overzee,1846
0,1.6744075953997704,buitenland,vasteland,1846
0,0.9812604148398251,buitenland,continent,1846
0,1.6744075953997704,buitenland,continentaal,1846
0,1.2376899437875015,buitenland,overzees,1846
0,1.4828693835008915,buitenland,werelddeel,1846
0,1.2729666375913313,buitenland,beschaving,1846
0,1.4979511580582137,buitenland,europa,1846
0,1.0560960101561987,buitenlandsche,overzee,1846
0,1.5377162083891796,buitenlandsche,vasteland,1846
0,0.006840618458181424,buitenlandsche,continent,1846
0,1.393134979578072,buitenlandsche,continentaal,1846
0,1.3130922719045357,buitenlandsche,overzees,1846
0,1.5380690043004062,buitenlandsche,werelddeel,1846
0,1.2733337797654516,buitenlandsche,beschaving,1846
0,1.5229831267862983,buitenlandsche,europa,1846
0,1.3969865397492511,buitenland,overzee,1847
0,1.6744354359210027,buitenland,vasteland,1847
0,0.6927895230027207,buitenland,continent,1847
0,0.0,buitenland,continentaal,1847
0,1.649200248666301,buitenland,overzees,1847
0,2.002122842986483,buitenland,werelddeel,1847
0,1.6040927133658367,buitenland,beschaving,1847
0,1.6881003539202937,buitenland,europa,1847
0,1.2841585329012273,buitenlandsche,overzee,1847
